scenario,trial,month,monthly_pl_kc
konzervativni,191,9,-772.18
konzervativni,191,10,-232.37
konzervativni,191,11,-800.0
konzervativni,191,12,-595.98
konzervativni,192,1,-800.0
konzervativni,192,2,-800.0
konzervativni,192,3,-474.34
konzervativni,192,4,-749.45
konzervativni,192,5,-236.49
konzervativni,192,6,-548.24
konzervativni,192,7,-735.61
konzervativni,192,8,-536.12
konzervativni,192,9,-800.0
konzervativni,192,10,-203.15
konzervativni,192,11,-509.82
konzervativni,192,12,-700.15
konzervativni,193,1,-800.0
konzervativni,193,2,-690.33
konzervativni,193,3,-640.57
konzervativni,193,4,-748.21
konzervativni,193,5,-475.87
konzervativni,193,6,-733.0
konzervativni,193,7,-609.4
konzervativni,193,8,-601.85
konzervativni,193,9,-272.18
konzervativni,193,10,-499.45
konzervativni,193,11,-727.99
konzervativni,193,12,-445.33
konzervativni,194,1,-695.37
konzervativni,194,2,-731.15
konzervativni,194,3,-513.89
konzervativni,194,4,-695.59
konzervativni,194,5,-780.41
konzervativni,194,6,-690.56
konzervativni,194,7,-631.62
konzervativni,194,8,-431.4
konzervativni,194,9,-640.26
konzervativni,194,10,-673.46
konzervativni,194,11,-622.24
konzervativni,194,12,-386.13
konzervativni,195,1,-664.08
konzervativni,195,2,-800.0
konzervativni,195,3,-504.02
konzervativni,195,4,-764.55
konzervativni,195,5,-878.34
konzervativni,195,6,-677.09
konzervativni,195,7,-462.05
konzervativni,195,8,-319.0
konzervativni,195,9,-276.98
konzervativni,195,10,-563.41
konzervativni,195,11,-750.02
konzervativni,195,12,-386.86
konzervativni,196,1,-529.26
konzervativni,196,2,-628.31
konzervativni,196,3,-664.17
konzervativni,196,4,-554.87
konzervativni,196,5,-646.05
konzervativni,196,6,-474.29
konzervativni,196,7,-548.42
konzervativni,196,8,-444.62
konzervativni,196,9,-396.48
konzervativni,196,10,-497.05
konzervativni,196,11,-694.86
konzervativni,196,12,-182.02
konzervativni,197,1,-800.0
konzervativni,197,2,-580.42
konzervativni,197,3,-211.16
konzervativni,197,4,-677.37
konzervativni,197,5,-650.08
konzervativni,197,6,-423.97
konzervativni,197,7,-629.09
konzervativni,197,8,-649.26
konzervativni,197,9,-570.89
konzervativni,197,10,-54.26
konzervativni,197,11,-504.95
konzervativni,197,12,-624.65
konzervativni,198,1,-800.0
konzervativni,198,2,-509.14
konzervativni,198,3,-489.95
konzervativni,198,4,-800.0
konzervativni,198,5,-447.22
konzervativni,198,6,-320.63
konzervativni,198,7,-155.44
konzervativni,198,8,-712.54
konzervativni,198,9,-530.72
konzervativni,198,10,167.16
konzervativni,198,11,-378.61
konzervativni,198,12,-602.02
konzervativni,199,1,-800.0
konzervativni,199,2,-800.0
konzervativni,199,3,-717.85
konzervativni,199,4,-379.34
konzervativni,199,5,-565.29
konzervativni,199,6,-393.37
konzervativni,199,7,-761.06
konzervativni,199,8,-654.63
konzervativni,199,9,-523.23
konzervativni,199,10,-289.29
konzervativni,199,11,-667.78
konzervativni,199,12,-542.42
konzervativni,200,1,-800.0
konzervativni,200,2,-562.68
konzervativni,200,3,-745.68
konzervativni,200,4,-647.52
konzervativni,200,5,-704.04
konzervativni,200,6,-360.61
konzervativni,200,7,-754.52
konzervativni,200,8,-578.86
konzervativni,200,9,-131.97
konzervativni,200,10,-644.49
konzervativni,200,11,-667.0
konzervativni,200,12,-679.05
konzervativni,201,1,-739.73
konzervativni,201,2,-573.46
konzervativni,201,3,-348.22
konzervativni,201,4,-663.56
konzervativni,201,5,-702.69
konzervativni,201,6,-414.72
konzervativni,201,7,-473.4
konzervativni,201,8,-704.83
konzervativni,201,9,-599.14
konzervativni,201,10,-215.74
konzervativni,201,11,-558.71
konzervativni,201,12,-562.07
konzervativni,202,1,-800.0
konzervativni,202,2,-778.11
konzervativni,202,3,-616.34
konzervativni,202,4,-498.56
konzervativni,202,5,-224.82
konzervativni,202,6,-541.01
konzervativni,202,7,-438.04
konzervativni,202,8,-675.97
konzervativni,202,9,-426.4
konzervativni,202,10,-639.83
konzervativni,202,11,-471.87
konzervativni,202,12,-224.14
konzervativni,203,1,-662.61
konzervativni,203,2,-530.0
konzervativni,203,3,-769.04
konzervativni,203,4,-261.22
konzervativni,203,5,-800.0
konzervativni,203,6,-566.93
konzervativni,203,7,-309.02
konzervativni,203,8,-706.08
konzervativni,203,9,-380.89
konzervativni,203,10,-418.61
konzervativni,203,11,-421.42
konzervativni,203,12,-145.31
konzervativni,204,1,-677.08
konzervativni,204,2,-606.47
konzervativni,204,3,-482.44
konzervativni,204,4,-567.48
konzervativni,204,5,-684.37
konzervativni,204,6,-289.66
konzervativni,204,7,-531.41
konzervativni,204,8,-623.84
konzervativni,204,9,-491.14
konzervativni,204,10,-746.46
konzervativni,204,11,-313.93
konzervativni,204,12,-339.28
konzervativni,205,1,-800.0
konzervativni,205,2,-800.0
konzervativni,205,3,-709.75
konzervativni,205,4,-718.54
konzervativni,205,5,-644.59
konzervativni,205,6,-668.94
konzervativni,205,7,-494.51
konzervativni,205,8,-427.67
konzervativni,205,9,-526.16
konzervativni,205,10,-461.09
konzervativni,205,11,-787.12
konzervativni,205,12,-496.77
konzervativni,206,1,-728.45
konzervativni,206,2,-713.51
konzervativni,206,3,-645.0
konzervativni,206,4,-609.64
konzervativni,206,5,-684.38
konzervativni,206,6,-424.26
konzervativni,206,7,-597.83
konzervativni,206,8,-570.25
konzervativni,206,9,-443.97
konzervativni,206,10,-686.38
konzervativni,206,11,-224.75
konzervativni,206,12,-671.02
konzervativni,207,1,-695.88
konzervativni,207,2,-716.89
konzervativni,207,3,-610.11
konzervativni,207,4,-552.29
konzervativni,207,5,-543.84
konzervativni,207,6,-705.29
konzervativni,207,7,-550.8
konzervativni,207,8,-445.28
konzervativni,207,9,-464.23
konzervativni,207,10,-313.58
konzervativni,207,11,-636.22
konzervativni,207,12,-660.03
konzervativni,208,1,-777.9
konzervativni,208,2,-762.22
konzervativni,208,3,-599.0
konzervativni,208,4,-612.13
konzervativni,208,5,-704.08
konzervativni,208,6,-616.17
konzervativni,208,7,-642.27
konzervativni,208,8,-647.79
konzervativni,208,9,-288.47
konzervativni,208,10,-632.85
konzervativni,208,11,-311.16
konzervativni,208,12,-638.05
konzervativni,209,1,-800.0
konzervativni,209,2,-800.0
konzervativni,209,3,-282.02
konzervativni,209,4,-743.12
konzervativni,209,5,-359.55
konzervativni,209,6,-438.86
konzervativni,209,7,-386.79
konzervativni,209,8,-493.38
konzervativni,209,9,-554.72
konzervativni,209,10,-608.42
konzervativni,209,11,-696.78
konzervativni,209,12,-616.46
konzervativni,210,1,-788.66
konzervativni,210,2,-800.0
konzervativni,210,3,-615.25
konzervativni,210,4,-669.79
konzervativni,210,5,-578.4
konzervativni,210,6,-682.92
konzervativni,210,7,-702.07
konzervativni,210,8,-742.74
konzervativni,210,9,-183.41
konzervativni,210,10,-226.2
konzervativni,210,11,-253.59
konzervativni,210,12,-402.83
konzervativni,211,1,-800.0
konzervativni,211,2,-560.3
konzervativni,211,3,-713.06
konzervativni,211,4,-732.72
konzervativni,211,5,-604.01
konzervativni,211,6,-772.55
konzervativni,211,7,-605.38
konzervativni,211,8,-529.92
konzervativni,211,9,-490.45
konzervativni,211,10,-442.2
konzervativni,211,11,-753.93
konzervativni,211,12,34.94
konzervativni,212,1,-808.0
konzervativni,212,2,-763.62
konzervativni,212,3,-495.52
konzervativni,212,4,-475.17
konzervativni,212,5,-800.0
konzervativni,212,6,-602.25
konzervativni,212,7,-398.31
konzervativni,212,8,-446.96
konzervativni,212,9,-464.57
konzervativni,212,10,-720.04
konzervativni,212,11,-614.66
konzervativni,212,12,-511.29
konzervativni,213,1,-800.0
konzervativni,213,2,-622.84
konzervativni,213,3,-506.6
konzervativni,213,4,-433.78
konzervativni,213,5,-482.31
konzervativni,213,6,-693.88
konzervativni,213,7,-698.52
konzervativni,213,8,-546.91
konzervativni,213,9,-576.6
konzervativni,213,10,-733.29
konzervativni,213,11,-503.01
konzervativni,213,12,-530.23
konzervativni,214,1,-607.49
konzervativni,214,2,-595.37
konzervativni,214,3,-679.5
konzervativni,214,4,-806.98
konzervativni,214,5,-721.48
konzervativni,214,6,-597.87
konzervativni,214,7,-630.82
konzervativni,214,8,-800.0
konzervativni,214,9,-364.84
konzervativni,214,10,-476.05
konzervativni,214,11,-442.18
konzervativni,214,12,-736.1
konzervativni,215,1,-632.08
konzervativni,215,2,-631.77
konzervativni,215,3,-546.75
konzervativni,215,4,-485.05
konzervativni,215,5,-800.56
konzervativni,215,6,-314.03
konzervativni,215,7,-579.77
konzervativni,215,8,-525.07
konzervativni,215,9,-689.38
konzervativni,215,10,-593.58
konzervativni,215,11,-398.33
konzervativni,215,12,-701.06
konzervativni,216,1,-771.25
konzervativni,216,2,-720.84
konzervativni,216,3,-800.0
konzervativni,216,4,-569.29
konzervativni,216,5,-548.51
konzervativni,216,6,-440.57
konzervativni,216,7,-575.63
konzervativni,216,8,-562.96
konzervativni,216,9,-442.32
konzervativni,216,10,-597.52
konzervativni,216,11,-548.49
konzervativni,216,12,-19.14
konzervativni,217,1,-650.51
konzervativni,217,2,-713.74
konzervativni,217,3,-529.23
konzervativni,217,4,-800.0
konzervativni,217,5,-309.66
konzervativni,217,6,-628.48
konzervativni,217,7,-302.26
konzervativni,217,8,-593.7
konzervativni,217,9,-72.3
konzervativni,217,10,-629.23
konzervativni,217,11,-489.98
konzervativni,217,12,-608.21
konzervativni,218,1,-690.0
konzervativni,218,2,-591.51
konzervativni,218,3,-800.0
konzervativni,218,4,-753.11
konzervativni,218,5,-484.31
konzervativni,218,6,-511.73
konzervativni,218,7,-766.74
konzervativni,218,8,-749.29
konzervativni,218,9,-595.45
konzervativni,218,10,-119.94
konzervativni,218,11,-648.4
konzervativni,218,12,-800.0
konzervativni,219,1,-800.0
konzervativni,219,2,-628.94
konzervativni,219,3,-574.72
konzervativni,219,4,-517.8
konzervativni,219,5,-701.01
konzervativni,219,6,-590.45
konzervativni,219,7,-374.22
konzervativni,219,8,-619.41
konzervativni,219,9,-516.88
konzervativni,219,10,-406.6
konzervativni,219,11,-314.25
konzervativni,219,12,-517.87
konzervativni,220,1,-800.0
konzervativni,220,2,-728.21
konzervativni,220,3,-556.04
konzervativni,220,4,-486.39
konzervativni,220,5,-698.25
konzervativni,220,6,-552.29
konzervativni,220,7,-432.2
konzervativni,220,8,-721.06
konzervativni,220,9,-617.02
konzervativni,220,10,-358.06
konzervativni,220,11,-577.29
konzervativni,220,12,-659.93
konzervativni,221,1,-752.11
konzervativni,221,2,-749.01
konzervativni,221,3,-800.0
konzervativni,221,4,-556.27
konzervativni,221,5,-614.01
konzervativni,221,6,-341.76
konzervativni,221,7,-552.82
konzervativni,221,8,-653.95
konzervativni,221,9,-348.96
konzervativni,221,10,-673.74
konzervativni,221,11,-678.52
konzervativni,221,12,-667.43
konzervativni,222,1,-714.35
konzervativni,222,2,-505.0
konzervativni,222,3,-690.95
konzervativni,222,4,-767.77
konzervativni,222,5,-551.24
konzervativni,222,6,-670.18
konzervativni,222,7,-475.74
konzervativni,222,8,-539.66
konzervativni,222,9,-380.5
konzervativni,222,10,-392.87
konzervativni,222,11,-303.89
konzervativni,222,12,-460.9
konzervativni,223,1,-800.0
konzervativni,223,2,-376.92
konzervativni,223,3,-351.78
konzervativni,223,4,-553.45
konzervativni,223,5,-800.0
konzervativni,223,6,-359.18
konzervativni,223,7,-591.43
konzervativni,223,8,-390.35
konzervativni,223,9,-549.2
konzervativni,223,10,-570.46
konzervativni,223,11,-421.91
konzervativni,223,12,-464.15
konzervativni,224,1,-800.0
konzervativni,224,2,-480.91
konzervativni,224,3,-502.42
konzervativni,224,4,-642.24
konzervativni,224,5,-539.88
konzervativni,224,6,-580.04
konzervativni,224,7,-450.1
konzervativni,224,8,-520.93
konzervativni,224,9,-405.97
konzervativni,224,10,-661.05
konzervativni,224,11,-389.17
konzervativni,224,12,-368.29
konzervativni,225,1,-678.8
konzervativni,225,2,-800.0
konzervativni,225,3,-563.54
konzervativni,225,4,-349.87
konzervativni,225,5,-643.7
konzervativni,225,6,-154.26
konzervativni,225,7,-580.61
konzervativni,225,8,-499.4
konzervativni,225,9,-248.41
konzervativni,225,10,-588.75
konzervativni,225,11,-524.58
konzervativni,225,12,-518.28
konzervativni,226,1,-682.45
konzervativni,226,2,-688.56
konzervativni,226,3,-562.54
konzervativni,226,4,-677.88
konzervativni,226,5,-654.72
konzervativni,226,6,-513.14
konzervativni,226,7,-549.04
konzervativni,226,8,-686.77
konzervativni,226,9,-438.19
konzervativni,226,10,-552.54
konzervativni,226,11,-668.32
konzervativni,226,12,-353.36
konzervativni,227,1,-636.32
konzervativni,227,2,-709.63
konzervativni,227,3,-800.0
konzervativni,227,4,-596.79
konzervativni,227,5,-721.39
konzervativni,227,6,-287.07
konzervativni,227,7,-494.07
konzervativni,227,8,-650.1
konzervativni,227,9,-513.54
konzervativni,227,10,-593.27
konzervativni,227,11,-638.36
konzervativni,227,12,-533.41
konzervativni,228,1,-724.69
konzervativni,228,2,-767.24
konzervativni,228,3,-332.71
konzervativni,228,4,-629.43
konzervativni,228,5,-578.68
konzervativni,228,6,-800.0
konzervativni,228,7,-594.16
konzervativni,228,8,-375.16
konzervativni,228,9,-233.94
konzervativni,228,10,-707.38
konzervativni,228,11,-621.69
konzervativni,228,12,-200.63
konzervativni,229,1,-800.0
konzervativni,229,2,-744.04
konzervativni,229,3,-800.0
konzervativni,229,4,-361.27
konzervativni,229,5,-771.6
konzervativni,229,6,-361.6
konzervativni,229,7,-726.47
konzervativni,229,8,-198.41
konzervativni,229,9,-423.38
konzervativni,229,10,-800.0
konzervativni,229,11,-753.06
konzervativni,229,12,-309.8
konzervativni,230,1,-800.0
konzervativni,230,2,-761.45
konzervativni,230,3,-318.9
konzervativni,230,4,-634.95
konzervativni,230,5,-436.89
konzervativni,230,6,-420.17
konzervativni,230,7,-115.93
konzervativni,230,8,-540.21
konzervativni,230,9,-566.33
konzervativni,230,10,-615.56
konzervativni,230,11,-605.28
konzervativni,230,12,-397.75
konzervativni,231,1,-682.1
konzervativni,231,2,-730.12
konzervativni,231,3,-475.77
konzervativni,231,4,-653.32
konzervativni,231,5,-800.0
konzervativni,231,6,-788.45
konzervativni,231,7,-496.14
konzervativni,231,8,-280.12
konzervativni,231,9,-438.09
konzervativni,231,10,-439.16
konzervativni,231,11,-687.87
konzervativni,231,12,-275.38
konzervativni,232,1,-491.34
konzervativni,232,2,-800.0
konzervativni,232,3,-560.69
konzervativni,232,4,-816.01
konzervativni,232,5,-381.11
konzervativni,232,6,-356.05
konzervativni,232,7,-572.82
konzervativni,232,8,-348.88
konzervativni,232,9,-325.44
konzervativni,232,10,-145.9
konzervativni,232,11,-328.4
konzervativni,232,12,-443.27
konzervativni,233,1,-704.33
konzervativni,233,2,-642.99
konzervativni,233,3,-800.0
konzervativni,233,4,-752.62
konzervativni,233,5,-430.08
konzervativni,233,6,-536.33
konzervativni,233,7,-606.2
konzervativni,233,8,-428.12
konzervativni,233,9,-452.04
konzervativni,233,10,-348.04
konzervativni,233,11,-501.55
konzervativni,233,12,-379.35
konzervativni,234,1,-800.0
konzervativni,234,2,-663.82
konzervativni,234,3,-716.42
konzervativni,234,4,-581.84
konzervativni,234,5,-648.79
konzervativni,234,6,-696.3
konzervativni,234,7,-411.98
konzervativni,234,8,-411.48
konzervativni,234,9,-338.27
konzervativni,234,10,-710.17
konzervativni,234,11,-737.2
konzervativni,234,12,-756.45
konzervativni,235,1,-549.74
konzervativni,235,2,-800.0
konzervativni,235,3,-809.89
konzervativni,235,4,-697.18
konzervativni,235,5,-339.16
konzervativni,235,6,-283.71
konzervativni,235,7,-641.17
konzervativni,235,8,-210.84
konzervativni,235,9,-700.67
konzervativni,235,10,-173.01
konzervativni,235,11,-595.53
konzervativni,235,12,-293.67
konzervativni,236,1,-668.24
konzervativni,236,2,-740.37
konzervativni,236,3,-694.54
konzervativni,236,4,-735.61
konzervativni,236,5,-744.78
konzervativni,236,6,-681.58
konzervativni,236,7,-544.42
konzervativni,236,8,-679.27
konzervativni,236,9,-343.72
konzervativni,236,10,-474.26
konzervativni,236,11,-580.45
konzervativni,236,12,-308.05
konzervativni,237,1,-565.88
konzervativni,237,2,-670.2
konzervativni,237,3,-474.14
konzervativni,237,4,-800.0
konzervativni,237,5,-454.96
konzervativni,237,6,-256.69
konzervativni,237,7,-522.23
konzervativni,237,8,-621.31
konzervativni,237,9,-601.87
konzervativni,237,10,-407.81
konzervativni,237,11,-187.4
konzervativni,237,12,-19.14
konzervativni,238,1,-800.0
konzervativni,238,2,-800.0
konzervativni,238,3,-800.0
konzervativni,238,4,-671.1
konzervativni,238,5,-303.74
konzervativni,238,6,-163.91
konzervativni,238,7,-305.31
konzervativni,238,8,-434.6
konzervativni,238,9,-247.1
konzervativni,238,10,-700.71
konzervativni,238,11,-482.99
konzervativni,238,12,-413.21
konzervativni,239,1,-800.0
konzervativni,239,2,-800.0
konzervativni,239,3,-153.67
konzervativni,239,4,-702.83
konzervativni,239,5,-438.49
konzervativni,239,6,-316.11
konzervativni,239,7,-495.84
konzervativni,239,8,-433.05
konzervativni,239,9,-76.03
konzervativni,239,10,-383.81
konzervativni,239,11,-584.94
konzervativni,239,12,-493.98
konzervativni,240,1,-537.31
konzervativni,240,2,-531.54
konzervativni,240,3,-518.39
konzervativni,240,4,-536.26
konzervativni,240,5,-184.72
konzervativni,240,6,-629.12
konzervativni,240,7,-450.87
konzervativni,240,8,-638.15
konzervativni,240,9,-657.14
konzervativni,240,10,-728.83
konzervativni,240,11,-754.19
konzervativni,240,12,-636.82
konzervativni,241,1,-716.18
konzervativni,241,2,-800.0
konzervativni,241,3,-325.38
konzervativni,241,4,-306.43
konzervativni,241,5,-171.07
konzervativni,241,6,-709.33
konzervativni,241,7,-514.74
konzervativni,241,8,-50.33
konzervativni,241,9,-273.73
konzervativni,241,10,-401.27
konzervativni,241,11,-345.85
konzervativni,241,12,-522.95
konzervativni,242,1,-800.0
konzervativni,242,2,-617.32
konzervativni,242,3,-721.41
konzervativni,242,4,-576.42
konzervativni,242,5,-808.0
konzervativni,242,6,-608.15
konzervativni,242,7,-666.55
konzervativni,242,8,-685.49
konzervativni,242,9,-486.61
konzervativni,242,10,-674.81
konzervativni,242,11,-601.05
konzervativni,242,12,-586.86
konzervativni,243,1,-742.35
konzervativni,243,2,-800.0
konzervativni,243,3,-653.59
konzervativni,243,4,-618.42
konzervativni,243,5,-395.34
konzervativni,243,6,-640.89
konzervativni,243,7,-490.49
konzervativni,243,8,-445.27
konzervativni,243,9,-216.72
konzervativni,243,10,-174.58
konzervativni,243,11,-581.18
konzervativni,243,12,-288.53
konzervativni,244,1,-689.02
konzervativni,244,2,-800.0
konzervativni,244,3,-677.63
konzervativni,244,4,-775.72
konzervativni,244,5,-443.27
konzervativni,244,6,-330.0
konzervativni,244,7,-625.33
konzervativni,244,8,-601.24
konzervativni,244,9,-429.59
konzervativni,244,10,-470.74
konzervativni,244,11,-519.84
konzervativni,244,12,-663.12
konzervativni,245,1,-679.41
konzervativni,245,2,-677.28
konzervativni,245,3,-601.18
konzervativni,245,4,-615.95
konzervativni,245,5,-550.54
konzervativni,245,6,-596.57
konzervativni,245,7,-466.99
konzervativni,245,8,-808.0
konzervativni,245,9,-668.87
konzervativni,245,10,-731.1
konzervativni,245,11,-361.53
konzervativni,245,12,-796.44
konzervativni,246,1,-773.79
konzervativni,246,2,-753.72
konzervativni,246,3,-535.39
konzervativni,246,4,-676.95
konzervativni,246,5,-532.48
konzervativni,246,6,-544.15
konzervativni,246,7,-366.61
konzervativni,246,8,-723.84
konzervativni,246,9,-427.31
konzervativni,246,10,-628.5
konzervativni,246,11,-754.78
konzervativni,246,12,-219.58
konzervativni,247,1,-667.24
konzervativni,247,2,-851.87
konzervativni,247,3,-704.74
konzervativni,247,4,-800.0
konzervativni,247,5,-593.5
konzervativni,247,6,-442.35
konzervativni,247,7,-507.18
konzervativni,247,8,-498.9
konzervativni,247,9,-304.96
konzervativni,247,10,-772.86
konzervativni,247,11,-594.17
konzervativni,247,12,-519.58
konzervativni,248,1,-800.0
konzervativni,248,2,-713.78
konzervativni,248,3,-478.01
konzervativni,248,4,-761.45
konzervativni,248,5,-422.22
konzervativni,248,6,-438.8
konzervativni,248,7,-718.85
konzervativni,248,8,-553.01
konzervativni,248,9,-563.16
konzervativni,248,10,-327.53
konzervativni,248,11,-737.6
konzervativni,248,12,-691.39
konzervativni,249,1,-800.0
konzervativni,249,2,-800.0
konzervativni,249,3,-587.21
konzervativni,249,4,-692.44
konzervativni,249,5,-642.2
konzervativni,249,6,-578.63
konzervativni,249,7,-693.59
konzervativni,249,8,-424.28
konzervativni,249,9,-461.96
konzervativni,249,10,-587.63
konzervativni,249,11,-634.48
konzervativni,249,12,-129.1
konzervativni,250,1,-800.0
konzervativni,250,2,-713.35
konzervativni,250,3,-422.95
konzervativni,250,4,-738.7
konzervativni,250,5,-725.7
konzervativni,250,6,-657.85
konzervativni,250,7,-510.67
konzervativni,250,8,-830.8
konzervativni,250,9,-335.81
konzervativni,250,10,-479.21
konzervativni,250,11,-671.34
konzervativni,250,12,-549.48
konzervativni,251,1,-748.04
konzervativni,251,2,-813.42
konzervativni,251,3,-689.89
konzervativni,251,4,-618.73
konzervativni,251,5,-124.62
konzervativni,251,6,-544.95
konzervativni,251,7,-712.91
konzervativni,251,8,-588.01
konzervativni,251,9,-549.07
konzervativni,251,10,-217.61
konzervativni,251,11,-336.71
konzervativni,251,12,-596.7
konzervativni,252,1,-633.28
konzervativni,252,2,-509.79
konzervativni,252,3,-613.17
konzervativni,252,4,-800.0
konzervativni,252,5,-466.68
konzervativni,252,6,-506.37
konzervativni,252,7,-490.21
konzervativni,252,8,-630.95
konzervativni,252,9,-800.0
konzervativni,252,10,-764.68
konzervativni,252,11,-674.4
konzervativni,252,12,-596.21
konzervativni,253,1,-800.0
konzervativni,253,2,-690.38
konzervativni,253,3,-723.29
konzervativni,253,4,-652.51
konzervativni,253,5,-407.21
konzervativni,253,6,-470.75
konzervativni,253,7,-239.46
konzervativni,253,8,-289.3
konzervativni,253,9,-145.55
konzervativni,253,10,-384.22
konzervativni,253,11,-497.54
konzervativni,253,12,-284.6
konzervativni,254,1,-800.0
konzervativni,254,2,-597.42
konzervativni,254,3,-690.4
konzervativni,254,4,-609.32
konzervativni,254,5,-348.68
konzervativni,254,6,-580.34
konzervativni,254,7,-759.54
konzervativni,254,8,-763.43
konzervativni,254,9,-400.99
konzervativni,254,10,26.12
konzervativni,254,11,-506.55
konzervativni,254,12,-392.94
konzervativni,255,1,-684.8
konzervativni,255,2,-281.93
konzervativni,255,3,-529.53
konzervativni,255,4,-635.47
konzervativni,255,5,-673.92
konzervativni,255,6,-654.6
konzervativni,255,7,-734.41
konzervativni,255,8,-640.48
konzervativni,255,9,-73.39
konzervativni,255,10,-709.02
konzervativni,255,11,-470.22
konzervativni,255,12,-254.89
konzervativni,256,1,-800.0
konzervativni,256,2,-346.57
konzervativni,256,3,-645.41
konzervativni,256,4,-751.62
konzervativni,256,5,-700.52
konzervativni,256,6,-523.08
konzervativni,256,7,-800.0
konzervativni,256,8,-343.25
konzervativni,256,9,-284.04
konzervativni,256,10,-559.72
konzervativni,256,11,-771.1
konzervativni,256,12,-647.65
konzervativni,257,1,-808.0
konzervativni,257,2,-800.0
konzervativni,257,3,-644.48
konzervativni,257,4,-502.88
konzervativni,257,5,-396.3
konzervativni,257,6,-677.54
konzervativni,257,7,-632.52
konzervativni,257,8,236.6
konzervativni,257,9,-225.37
konzervativni,257,10,-651.5
konzervativni,257,11,-547.31
konzervativni,257,12,-76.95
konzervativni,258,1,-800.0
konzervativni,258,2,-493.14
konzervativni,258,3,-781.91
konzervativni,258,4,-737.72
konzervativni,258,5,-725.52
konzervativni,258,6,-396.07
konzervativni,258,7,-569.77
konzervativni,258,8,-518.98
konzervativni,258,9,-308.29
konzervativni,258,10,-697.17
konzervativni,258,11,-340.66
konzervativni,258,12,-461.97
konzervativni,259,1,-672.66
konzervativni,259,2,-563.79
konzervativni,259,3,-756.26
konzervativni,259,4,-567.25
konzervativni,259,5,-611.2
konzervativni,259,6,-413.58
konzervativni,259,7,-772.63
konzervativni,259,8,-593.02
konzervativni,259,9,-641.72
konzervativni,259,10,-583.97
konzervativni,259,11,-334.56
konzervativni,259,12,26.28
konzervativni,260,1,-570.7
konzervativni,260,2,-556.31
konzervativni,260,3,-640.73
konzervativni,260,4,-429.41
konzervativni,260,5,-341.36
konzervativni,260,6,-315.5
konzervativni,260,7,-673.57
konzervativni,260,8,-595.28
konzervativni,260,9,-534.77
konzervativni,260,10,-741.2
konzervativni,260,11,-577.68
konzervativni,260,12,-253.76
konzervativni,261,1,-800.0
konzervativni,261,2,-800.0
konzervativni,261,3,-516.53
konzervativni,261,4,-642.45
konzervativni,261,5,-733.46
konzervativni,261,6,-577.12
konzervativni,261,7,-455.18
konzervativni,261,8,-378.54
konzervativni,261,9,-633.08
konzervativni,261,10,-553.68
konzervativni,261,11,-656.59
konzervativni,261,12,-603.92
konzervativni,262,1,-686.7
konzervativni,262,2,-435.53
konzervativni,262,3,-800.0
konzervativni,262,4,-692.61
konzervativni,262,5,-800.0
konzervativni,262,6,-342.76
konzervativni,262,7,-609.31
konzervativni,262,8,-471.58
konzervativni,262,9,-196.39
konzervativni,262,10,-627.32
konzervativni,262,11,-359.93
konzervativni,262,12,-370.39
konzervativni,263,1,-667.31
konzervativni,263,2,-599.28
konzervativni,263,3,-852.6
konzervativni,263,4,-725.53
konzervativni,263,5,-706.06
konzervativni,263,6,-377.96
konzervativni,263,7,116.42
konzervativni,263,8,-600.3
konzervativni,263,9,-731.01
konzervativni,263,10,-1.06
konzervativni,263,11,-567.19
konzervativni,263,12,-564.15
konzervativni,264,1,-659.84
konzervativni,264,2,-704.07
konzervativni,264,3,-673.1
konzervativni,264,4,-275.59
konzervativni,264,5,149.56
konzervativni,264,6,-781.53
konzervativni,264,7,-596.81
konzervativni,264,8,-737.67
konzervativni,264,9,-282.62
konzervativni,264,10,-518.04
konzervativni,264,11,194.74
konzervativni,264,12,-281.25
konzervativni,265,1,-784.1
konzervativni,265,2,-697.16
konzervativni,265,3,-684.39
konzervativni,265,4,-515.23
konzervativni,265,5,-513.01
konzervativni,265,6,-16.14
konzervativni,265,7,-714.27
konzervativni,265,8,-411.48
konzervativni,265,9,-384.31
konzervativni,265,10,-311.67
konzervativni,265,11,-368.96
konzervativni,265,12,-517.65
konzervativni,266,1,-638.68
konzervativni,266,2,-601.69
konzervativni,266,3,-419.75
konzervativni,266,4,-664.4
konzervativni,266,5,-649.39
konzervativni,266,6,-579.75
konzervativni,266,7,-586.44
konzervativni,266,8,-299.32
konzervativni,266,9,-727.64
konzervativni,266,10,-434.7
konzervativni,266,11,-447.76
konzervativni,266,12,-344.99
konzervativni,267,1,-570.61
konzervativni,267,2,-685.11
konzervativni,267,3,-591.23
konzervativni,267,4,-586.69
konzervativni,267,5,-473.38
konzervativni,267,6,-442.85
konzervativni,267,7,-800.0
konzervativni,267,8,-698.74
konzervativni,267,9,-640.03
konzervativni,267,10,-531.73
konzervativni,267,11,-408.14
konzervativni,267,12,-542.41
konzervativni,268,1,-800.0
konzervativni,268,2,-478.86
konzervativni,268,3,-612.95
konzervativni,268,4,-593.18
konzervativni,268,5,-431.82
konzervativni,268,6,-458.04
konzervativni,268,7,-579.01
konzervativni,268,8,-351.76
konzervativni,268,9,-294.5
konzervativni,268,10,55.14
konzervativni,268,11,-528.09
konzervativni,268,12,-648.76
konzervativni,269,1,-657.53
konzervativni,269,2,-647.62
konzervativni,269,3,-480.91
konzervativni,269,4,-610.74
