scenario,trial,month,monthly_pl_kc
cilovy,327,11,57.82
cilovy,327,12,592.42
cilovy,328,1,-474.15
cilovy,328,2,-423.65
cilovy,328,3,-313.93
cilovy,328,4,223.97
cilovy,328,5,-233.68
cilovy,328,6,-10.64
cilovy,328,7,-208.23
cilovy,328,8,16.08
cilovy,328,9,-448.99
cilovy,328,10,162.73
cilovy,328,11,-277.29
cilovy,328,12,312.36
cilovy,329,1,-582.3
cilovy,329,2,-41.03
cilovy,329,3,-580.87
cilovy,329,4,-364.88
cilovy,329,5,444.61
cilovy,329,6,-321.18
cilovy,329,7,124.35
cilovy,329,8,-462.52
cilovy,329,9,-45.55
cilovy,329,10,642.62
cilovy,329,11,709.28
cilovy,329,12,-53.76
cilovy,330,1,-624.08
cilovy,330,2,-602.21
cilovy,330,3,191.13
cilovy,330,4,282.99
cilovy,330,5,-646.2
cilovy,330,6,160.93
cilovy,330,7,-154.85
cilovy,330,8,1.79
cilovy,330,9,516.83
cilovy,330,10,-181.38
cilovy,330,11,37.12
cilovy,330,12,120.71
cilovy,331,1,-437.55
cilovy,331,2,-55.54
cilovy,331,3,-372.97
cilovy,331,4,-545.15
cilovy,331,5,-328.35
cilovy,331,6,-265.07
cilovy,331,7,-66.79
cilovy,331,8,-137.51
cilovy,331,9,467.0
cilovy,331,10,140.95
cilovy,331,11,204.26
cilovy,331,12,887.87
cilovy,332,1,-762.39
cilovy,332,2,-633.15
cilovy,332,3,-475.7
cilovy,332,4,-456.1
cilovy,332,5,-474.62
cilovy,332,6,30.79
cilovy,332,7,-360.98
cilovy,332,8,280.9
cilovy,332,9,430.09
cilovy,332,10,-711.11
cilovy,332,11,583.25
cilovy,332,12,382.07
cilovy,333,1,-411.98
cilovy,333,2,-218.95
cilovy,333,3,-215.68
cilovy,333,4,-202.07
cilovy,333,5,213.4
cilovy,333,6,64.19
cilovy,333,7,1.66
cilovy,333,8,-536.76
cilovy,333,9,-59.33
cilovy,333,10,649.67
cilovy,333,11,439.9
cilovy,333,12,226.37
cilovy,334,1,-654.05
cilovy,334,2,-276.4
cilovy,334,3,-354.56
cilovy,334,4,-211.43
cilovy,334,5,-96.54
cilovy,334,6,245.76
cilovy,334,7,225.43
cilovy,334,8,-254.45
cilovy,334,9,548.35
cilovy,334,10,129.71
cilovy,334,11,-250.41
cilovy,334,12,283.3
cilovy,335,1,-705.55
cilovy,335,2,-368.95
cilovy,335,3,-285.29
cilovy,335,4,-124.06
cilovy,335,5,-431.38
cilovy,335,6,97.75
cilovy,335,7,-316.49
cilovy,335,8,-47.35
cilovy,335,9,150.48
cilovy,335,10,108.57
cilovy,335,11,-130.27
cilovy,335,12,75.54
cilovy,336,1,-503.23
cilovy,336,2,-484.19
cilovy,336,3,63.18
cilovy,336,4,-374.13
cilovy,336,5,-606.64
cilovy,336,6,328.19
cilovy,336,7,272.59
cilovy,336,8,-25.91
cilovy,336,9,507.4
cilovy,336,10,407.89
cilovy,336,11,-172.51
cilovy,336,12,705.67
cilovy,337,1,-620.17
cilovy,337,2,-450.66
cilovy,337,3,-309.21
cilovy,337,4,-81.09
cilovy,337,5,-481.88
cilovy,337,6,161.71
cilovy,337,7,-56.28
cilovy,337,8,393.44
cilovy,337,9,697.09
cilovy,337,10,-229.19
cilovy,337,11,199.81
cilovy,337,12,191.35
cilovy,338,1,-749.28
cilovy,338,2,-771.8
cilovy,338,3,-471.07
cilovy,338,4,-355.97
cilovy,338,5,77.05
cilovy,338,6,25.98
cilovy,338,7,-234.57
cilovy,338,8,-27.41
cilovy,338,9,122.44
cilovy,338,10,101.06
cilovy,338,11,79.22
cilovy,338,12,489.85
cilovy,339,1,-596.08
cilovy,339,2,25.18
cilovy,339,3,-92.15
cilovy,339,4,-47.33
cilovy,339,5,-200.45
cilovy,339,6,0.1
cilovy,339,7,-214.05
cilovy,339,8,380.24
cilovy,339,9,278.42
cilovy,339,10,-388.31
cilovy,339,11,48.27
cilovy,339,12,463.6
cilovy,340,1,-542.73
cilovy,340,2,-562.93
cilovy,340,3,217.79
cilovy,340,4,-525.04
cilovy,340,5,-246.21
cilovy,340,6,331.47
cilovy,340,7,-692.52
cilovy,340,8,-203.46
cilovy,340,9,1015.25
cilovy,340,10,-226.86
cilovy,340,11,125.43
cilovy,340,12,198.2
cilovy,341,1,-619.05
cilovy,341,2,151.52
cilovy,341,3,-506.9
cilovy,341,4,-298.06
cilovy,341,5,163.21
cilovy,341,6,1009.67
cilovy,341,7,-212.26
cilovy,341,8,-218.21
cilovy,341,9,686.05
cilovy,341,10,521.82
cilovy,341,11,-124.63
cilovy,341,12,-82.83
cilovy,342,1,-800.0
cilovy,342,2,-492.75
cilovy,342,3,-110.25
cilovy,342,4,-348.93
cilovy,342,5,-308.98
cilovy,342,6,-147.31
cilovy,342,7,-246.92
cilovy,342,8,-147.38
cilovy,342,9,-196.22
cilovy,342,10,101.66
cilovy,342,11,-290.8
cilovy,342,12,-19.81
cilovy,343,1,-307.18
cilovy,343,2,-416.78
cilovy,343,3,-307.78
cilovy,343,4,-188.67
cilovy,343,5,-13.31
cilovy,343,6,113.01
cilovy,343,7,73.25
cilovy,343,8,-142.23
cilovy,343,9,361.88
cilovy,343,10,256.08
cilovy,343,11,126.73
cilovy,343,12,98.93
cilovy,344,1,-721.84
cilovy,344,2,-516.85
cilovy,344,3,-251.8
cilovy,344,4,-299.86
cilovy,344,5,-426.49
cilovy,344,6,540.48
cilovy,344,7,540.8
cilovy,344,8,-35.46
cilovy,344,9,-57.92
cilovy,344,10,-2.24
cilovy,344,11,-107.83
cilovy,344,12,67.37
cilovy,345,1,-607.13
cilovy,345,2,-456.76
cilovy,345,3,-290.64
cilovy,345,4,-431.17
cilovy,345,5,2.52
cilovy,345,6,-150.76
cilovy,345,7,-238.36
cilovy,345,8,217.84
cilovy,345,9,245.71
cilovy,345,10,-146.02
cilovy,345,11,360.55
cilovy,345,12,699.71
cilovy,346,1,-658.88
cilovy,346,2,-195.19
cilovy,346,3,-258.84
cilovy,346,4,25.36
cilovy,346,5,-434.3
cilovy,346,6,70.27
cilovy,346,7,-193.29
cilovy,346,8,-391.61
cilovy,346,9,9.53
cilovy,346,10,-302.48
cilovy,346,11,45.39
cilovy,346,12,98.27
cilovy,347,1,-693.9
cilovy,347,2,-153.87
cilovy,347,3,-578.78
cilovy,347,4,-332.92
cilovy,347,5,18.08
cilovy,347,6,453.13
cilovy,347,7,141.46
cilovy,347,8,269.23
cilovy,347,9,-117.28
cilovy,347,10,223.29
cilovy,347,11,-359.74
cilovy,347,12,1061.54
cilovy,348,1,-490.6
cilovy,348,2,-544.34
cilovy,348,3,170.25
cilovy,348,4,-129.78
cilovy,348,5,43.54
cilovy,348,6,314.92
cilovy,348,7,-291.13
cilovy,348,8,-681.29
cilovy,348,9,318.36
cilovy,348,10,748.1
cilovy,348,11,-298.81
cilovy,348,12,68.48
cilovy,349,1,-567.45
cilovy,349,2,-352.2
cilovy,349,3,55.85
cilovy,349,4,-444.94
cilovy,349,5,-344.28
cilovy,349,6,450.38
cilovy,349,7,1093.56
cilovy,349,8,315.62
cilovy,349,9,722.77
cilovy,349,10,151.42
cilovy,349,11,-21.71
cilovy,349,12,65.99
cilovy,350,1,-491.73
cilovy,350,2,-278.79
cilovy,350,3,-490.52
cilovy,350,4,-230.44
cilovy,350,5,-280.76
cilovy,350,6,84.18
cilovy,350,7,517.14
cilovy,350,8,-118.03
cilovy,350,9,30.05
cilovy,350,10,142.29
cilovy,350,11,-501.55
cilovy,350,12,460.45
cilovy,351,1,-558.08
cilovy,351,2,-284.61
cilovy,351,3,-354.23
cilovy,351,4,-395.55
cilovy,351,5,-547.48
cilovy,351,6,-513.83
cilovy,351,7,102.67
cilovy,351,8,8.25
cilovy,351,9,-446.44
cilovy,351,10,-207.77
cilovy,351,11,-365.33
cilovy,351,12,933.13
cilovy,352,1,-570.06
cilovy,352,2,-400.0
cilovy,352,3,39.94
cilovy,352,4,210.69
cilovy,352,5,219.39
cilovy,352,6,4.41
cilovy,352,7,-185.46
cilovy,352,8,501.82
cilovy,352,9,97.11
cilovy,352,10,-205.08
cilovy,352,11,-660.93
cilovy,352,12,-157.79
cilovy,353,1,-734.3
cilovy,353,2,-633.44
cilovy,353,3,27.49
cilovy,353,4,-194.4
cilovy,353,5,-168.8
cilovy,353,6,821.75
cilovy,353,7,34.64
cilovy,353,8,6.92
cilovy,353,9,-45.64
cilovy,353,10,184.79
cilovy,353,11,-273.67
cilovy,353,12,420.72
cilovy,354,1,-697.57
cilovy,354,2,-537.59
cilovy,354,3,-593.07
cilovy,354,4,309.61
cilovy,354,5,-333.49
cilovy,354,6,739.72
cilovy,354,7,-206.07
cilovy,354,8,90.8
cilovy,354,9,42.49
cilovy,354,10,-123.41
cilovy,354,11,-389.31
cilovy,354,12,52.96
cilovy,355,1,-592.39
cilovy,355,2,-220.19
cilovy,355,3,-292.32
cilovy,355,4,-279.2
cilovy,355,5,146.6
cilovy,355,6,987.57
cilovy,355,7,-444.41
cilovy,355,8,-196.32
cilovy,355,9,-416.42
cilovy,355,10,38.98
cilovy,355,11,184.86
cilovy,355,12,-38.79
cilovy,356,1,-569.62
cilovy,356,2,-551.98
cilovy,356,3,31.77
cilovy,356,4,-481.04
cilovy,356,5,-415.32
cilovy,356,6,183.14
cilovy,356,7,-333.59
cilovy,356,8,-120.14
cilovy,356,9,118.9
cilovy,356,10,-388.54
cilovy,356,11,639.87
cilovy,356,12,142.51
cilovy,357,1,-432.41
cilovy,357,2,-800.0
cilovy,357,3,-437.53
cilovy,357,4,-155.6
cilovy,357,5,-36.81
cilovy,357,6,577.37
cilovy,357,7,127.29
cilovy,357,8,-106.49
cilovy,357,9,151.4
cilovy,357,10,405.58
cilovy,357,11,119.96
cilovy,357,12,-39.36
cilovy,358,1,-800.0
cilovy,358,2,-554.15
cilovy,358,3,-344.17
cilovy,358,4,59.72
cilovy,358,5,15.09
cilovy,358,6,160.93
cilovy,358,7,409.92
cilovy,358,8,-226.43
cilovy,358,9,257.78
cilovy,358,10,-31.01
cilovy,358,11,-285.19
cilovy,358,12,6.67
cilovy,359,1,-800.0
cilovy,359,2,-595.48
cilovy,359,3,-595.79
cilovy,359,4,-261.0
cilovy,359,5,-334.44
cilovy,359,6,134.57
cilovy,359,7,-38.88
cilovy,359,8,-124.29
cilovy,359,9,130.65
cilovy,359,10,270.2
cilovy,359,11,379.27
cilovy,359,12,-57.8
cilovy,360,1,-408.18
cilovy,360,2,-479.69
cilovy,360,3,-206.45
cilovy,360,4,-727.47
cilovy,360,5,-44.81
cilovy,360,6,272.04
cilovy,360,7,99.37
cilovy,360,8,111.65
cilovy,360,9,-504.41
cilovy,360,10,300.61
cilovy,360,11,488.28
cilovy,360,12,257.06
cilovy,361,1,-467.74
cilovy,361,2,-645.38
cilovy,361,3,-315.57
cilovy,361,4,-29.96
cilovy,361,5,-477.28
cilovy,361,6,-14.63
cilovy,361,7,-250.58
cilovy,361,8,-91.89
cilovy,361,9,636.94
cilovy,361,10,-6.84
cilovy,361,11,-397.01
cilovy,361,12,204.3
cilovy,362,1,-761.77
cilovy,362,2,-93.8
cilovy,362,3,-501.89
cilovy,362,4,-356.07
cilovy,362,5,525.49
cilovy,362,6,-276.08
cilovy,362,7,618.61
cilovy,362,8,39.06
cilovy,362,9,-137.58
cilovy,362,10,300.41
cilovy,362,11,33.62
cilovy,362,12,-15.02
cilovy,363,1,-311.88
cilovy,363,2,-684.26
cilovy,363,3,-309.48
cilovy,363,4,46.81
cilovy,363,5,-16.11
cilovy,363,6,25.49
cilovy,363,7,-281.21
cilovy,363,8,-402.45
cilovy,363,9,346.8
cilovy,363,10,-385.45
cilovy,363,11,-145.06
cilovy,363,12,-112.25
cilovy,364,1,-620.41
cilovy,364,2,-502.93
cilovy,364,3,-227.58
cilovy,364,4,262.97
cilovy,364,5,-387.7
cilovy,364,6,757.33
cilovy,364,7,-262.57
cilovy,364,8,-414.2
cilovy,364,9,275.24
cilovy,364,10,-276.57
cilovy,364,11,419.78
cilovy,364,12,402.88
cilovy,365,1,-687.32
cilovy,365,2,-520.74
cilovy,365,3,-334.55
cilovy,365,4,-212.55
cilovy,365,5,-559.49
cilovy,365,6,34.62
cilovy,365,7,51.15
cilovy,365,8,-338.31
cilovy,365,9,198.13
cilovy,365,10,145.64
cilovy,365,11,-114.96
cilovy,365,12,345.89
cilovy,366,1,-725.88
cilovy,366,2,-407.6
cilovy,366,3,-426.97
cilovy,366,4,-47.35
cilovy,366,5,17.99
cilovy,366,6,-91.24
cilovy,366,7,-404.4
cilovy,366,8,-264.54
cilovy,366,9,-341.32
cilovy,366,10,-215.61
cilovy,366,11,1.28
cilovy,366,12,22.0
cilovy,367,1,-682.71
cilovy,367,2,-213.53
cilovy,367,3,165.71
cilovy,367,4,-329.97
cilovy,367,5,129.37
cilovy,367,6,315.91
cilovy,367,7,-14.44
cilovy,367,8,-219.95
cilovy,367,9,686.57
cilovy,367,10,361.78
cilovy,367,11,-229.95
cilovy,367,12,413.53
cilovy,368,1,-721.85
cilovy,368,2,-328.86
cilovy,368,3,-284.21
cilovy,368,4,-154.02
cilovy,368,5,-65.43
cilovy,368,6,650.15
cilovy,368,7,194.32
cilovy,368,8,-417.41
cilovy,368,9,303.23
cilovy,368,10,389.38
cilovy,368,11,-738.62
cilovy,368,12,221.99
cilovy,369,1,-431.9
cilovy,369,2,-458.67
cilovy,369,3,-312.11
cilovy,369,4,-342.19
cilovy,369,5,-490.16
cilovy,369,6,44.03
cilovy,369,7,425.01
cilovy,369,8,-125.86
cilovy,369,9,353.43
cilovy,369,10,324.23
cilovy,369,11,561.95
cilovy,369,12,-125.35
cilovy,370,1,-587.16
cilovy,370,2,-130.78
cilovy,370,3,-611.05
cilovy,370,4,-170.21
cilovy,370,5,167.05
cilovy,370,6,120.37
cilovy,370,7,-298.77
cilovy,370,8,439.65
cilovy,370,9,526.48
cilovy,370,10,-190.66
cilovy,370,11,-163.64
cilovy,370,12,218.41
cilovy,371,1,-800.0
cilovy,371,2,-244.08
cilovy,371,3,-405.81
cilovy,371,4,-459.55
cilovy,371,5,-531.79
cilovy,371,6,586.17
cilovy,371,7,-183.42
cilovy,371,8,-307.39
cilovy,371,9,-61.84
cilovy,371,10,-70.63
cilovy,371,11,-341.29
cilovy,371,12,708.3
cilovy,372,1,-642.69
cilovy,372,2,-609.21
cilovy,372,3,-222.92
cilovy,372,4,-672.94
cilovy,372,5,-90.65
cilovy,372,6,254.82
cilovy,372,7,-258.0
cilovy,372,8,517.65
cilovy,372,9,-200.34
cilovy,372,10,352.78
cilovy,372,11,-240.1
cilovy,372,12,-347.91
cilovy,373,1,-755.86
cilovy,373,2,-295.43
cilovy,373,3,-301.69
cilovy,373,4,209.91
cilovy,373,5,-240.15
cilovy,373,6,-5.58
cilovy,373,7,-189.46
cilovy,373,8,91.7
cilovy,373,9,115.89
cilovy,373,10,128.14
cilovy,373,11,-17.1
cilovy,373,12,302.77
cilovy,374,1,-731.48
cilovy,374,2,-534.02
cilovy,374,3,-457.54
cilovy,374,4,-555.73
cilovy,374,5,-428.51
cilovy,374,6,437.59
cilovy,374,7,-407.79
cilovy,374,8,380.79
cilovy,374,9,424.02
cilovy,374,10,403.93
cilovy,374,11,-169.3
cilovy,374,12,247.01
cilovy,375,1,-415.02
cilovy,375,2,-505.79
cilovy,375,3,-450.87
cilovy,375,4,-445.04
cilovy,375,5,-416.69
cilovy,375,6,-66.58
cilovy,375,7,-199.44
cilovy,375,8,-344.89
cilovy,375,9,-69.41
cilovy,375,10,-64.36
cilovy,375,11,-493.27
cilovy,375,12,250.69
cilovy,376,1,-571.41
cilovy,376,2,-659.92
cilovy,376,3,-10.32
cilovy,376,4,-357.28
cilovy,376,5,147.52
cilovy,376,6,-452.23
cilovy,376,7,56.05
cilovy,376,8,-159.25
cilovy,376,9,427.62
cilovy,376,10,-11.22
cilovy,376,11,102.84
cilovy,376,12,-69.17
cilovy,377,1,-740.82
cilovy,377,2,-234.72
cilovy,377,3,-363.11
cilovy,377,4,304.17
cilovy,377,5,257.58
cilovy,377,6,394.22
cilovy,377,7,-351.13
cilovy,377,8,51.37
cilovy,377,9,232.93
cilovy,377,10,-1.97
cilovy,377,11,-371.94
cilovy,377,12,-22.61
cilovy,378,1,-398.74
cilovy,378,2,-247.16
cilovy,378,3,-500.61
cilovy,378,4,122.84
cilovy,378,5,-620.47
cilovy,378,6,121.69
cilovy,378,7,-51.54
cilovy,378,8,204.55
cilovy,378,9,174.09
cilovy,378,10,83.43
cilovy,378,11,-395.12
cilovy,378,12,79.56
cilovy,379,1,-759.63
cilovy,379,2,-240.24
cilovy,379,3,-410.33
cilovy,379,4,-118.05
cilovy,379,5,-363.91
cilovy,379,6,-105.5
cilovy,379,7,-404.23
cilovy,379,8,-144.9
cilovy,379,9,136.82
cilovy,379,10,621.79
cilovy,379,11,810.45
cilovy,379,12,489.51
cilovy,380,1,-597.37
cilovy,380,2,-741.41
cilovy,380,3,-24.29
cilovy,380,4,367.35
cilovy,380,5,-162.8
cilovy,380,6,-144.0
cilovy,380,7,-168.0
cilovy,380,8,150.45
cilovy,380,9,-4.64
cilovy,380,10,159.18
cilovy,380,11,110.23
cilovy,380,12,342.33
cilovy,381,1,-582.81
cilovy,381,2,-787.01
cilovy,381,3,-268.54
cilovy,381,4,-37.63
cilovy,381,5,-192.02
cilovy,381,6,401.56
cilovy,381,7,-158.58
cilovy,381,8,362.77
cilovy,381,9,234.47
cilovy,381,10,421.57
cilovy,381,11,-110.39
cilovy,381,12,439.02
cilovy,382,1,-579.64
cilovy,382,2,-381.12
cilovy,382,3,60.64
cilovy,382,4,-231.42
cilovy,382,5,5.17
cilovy,382,6,-385.82
cilovy,382,7,306.17
cilovy,382,8,-196.04
cilovy,382,9,-454.05
cilovy,382,10,59.27
cilovy,382,11,-58.17
cilovy,382,12,560.93
cilovy,383,1,-582.46
cilovy,383,2,153.17
cilovy,383,3,148.73
cilovy,383,4,-56.43
cilovy,383,5,-286.37
cilovy,383,6,831.49
cilovy,383,7,235.47
cilovy,383,8,80.31
cilovy,383,9,682.5
cilovy,383,10,72.48
cilovy,383,11,266.63
cilovy,383,12,334.2
cilovy,384,1,-552.27
cilovy,384,2,-582.97
cilovy,384,3,-260.72
cilovy,384,4,201.79
cilovy,384,5,-227.76
cilovy,384,6,2.76
cilovy,384,7,-84.27
cilovy,384,8,-321.18
cilovy,384,9,396.02
cilovy,384,10,-129.45
cilovy,384,11,-223.77
cilovy,384,12,141.96
cilovy,385,1,-726.33
cilovy,385,2,-214.44
cilovy,385,3,-230.56
cilovy,385,4,282.95
cilovy,385,5,113.83
cilovy,385,6,-168.34
cilovy,385,7,36.8
cilovy,385,8,-194.02
cilovy,385,9,341.17
cilovy,385,10,-147.56
cilovy,385,11,326.91
cilovy,385,12,297.93
cilovy,386,1,-735.05
cilovy,386,2,-300.39
cilovy,386,3,-410.9
cilovy,386,4,-279.27
cilovy,386,5,-263.81
cilovy,386,6,21.32
cilovy,386,7,-139.4
cilovy,386,8,-270.72
cilovy,386,9,722.27
cilovy,386,10,-532.01
cilovy,386,11,-81.26
cilovy,386,12,861.33
cilovy,387,1,-741.86
cilovy,387,2,-334.56
cilovy,387,3,-124.58
cilovy,387,4,84.85
cilovy,387,5,121.87
cilovy,387,6,-560.86
cilovy,387,7,322.89
cilovy,387,8,-337.23
cilovy,387,9,-98.42
cilovy,387,10,-252.99
cilovy,387,11,442.45
cilovy,387,12,29.19
cilovy,388,1,-800.0
cilovy,388,2,-171.08
cilovy,388,3,-106.26
cilovy,388,4,-349.92
cilovy,388,5,-454.61
cilovy,388,6,185.81
cilovy,388,7,204.55
cilovy,388,8,-316.66
cilovy,388,9,498.51
cilovy,388,10,1026.5
cilovy,388,11,-523.56
cilovy,388,12,342.68
cilovy,389,1,-539.3
cilovy,389,2,-94.72
cilovy,389,3,-431.85
cilovy,389,4,-588.79
cilovy,389,5,69.15
cilovy,389,6,251.85
cilovy,389,7,9.13
cilovy,389,8,182.21
cilovy,389,9,-40.53
cilovy,389,10,362.19
cilovy,389,11,-211.72
cilovy,389,12,767.48
cilovy,390,1,-480.11
cilovy,390,2,-403.86
cilovy,390,3,-839.51
cilovy,390,4,-490.34
cilovy,390,5,-537.94
cilovy,390,6,314.8
cilovy,390,7,61.06
cilovy,390,8,101.2
cilovy,390,9,67.91
cilovy,390,10,-183.48
cilovy,390,11,237.59
cilovy,390,12,-32.42
cilovy,391,1,-715.97
cilovy,391,2,66.3
cilovy,391,3,-246.69
cilovy,391,4,-518.0
cilovy,391,5,-78.84
cilovy,391,6,-232.24
cilovy,391,7,-43.94
cilovy,391,8,115.41
cilovy,391,9,-42.42
cilovy,391,10,540.21
cilovy,391,11,-116.62
cilovy,391,12,-249.99
cilovy,392,1,-358.93
cilovy,392,2,-718.14
cilovy,392,3,-147.05
cilovy,392,4,-249.65
cilovy,392,5,156.57
cilovy,392,6,-378.16
cilovy,392,7,157.05
cilovy,392,8,291.31
cilovy,392,9,819.73
cilovy,392,10,-61.1
cilovy,392,11,78.57
cilovy,392,12,338.0
cilovy,393,1,-738.14
cilovy,393,2,-421.32
cilovy,393,3,116.57
cilovy,393,4,-139.72
cilovy,393,5,600.88
cilovy,393,6,-709.86
cilovy,393,7,453.85
cilovy,393,8,-127.62
cilovy,393,9,279.35
cilovy,393,10,264.49
cilovy,393,11,-65.68
cilovy,393,12,859.15
cilovy,394,1,-800.0
cilovy,394,2,-511.11
cilovy,394,3,-205.84
cilovy,394,4,-436.32
cilovy,394,5,-251.69
cilovy,394,6,205.35
cilovy,394,7,-178.75
cilovy,394,8,-590.83
cilovy,394,9,87.31
cilovy,394,10,-164.67
cilovy,394,11,273.92
cilovy,394,12,202.79
cilovy,395,1,-808.0
cilovy,395,2,-587.66
cilovy,395,3,-222.53
cilovy,395,4,-49.13
cilovy,395,5,-265.63
cilovy,395,6,315.18
cilovy,395,7,-117.31
cilovy,395,8,103.66
cilovy,395,9,392.48
cilovy,395,10,491.55
cilovy,395,11,394.01
cilovy,395,12,702.89
cilovy,396,1,-588.14
cilovy,396,2,-525.86
cilovy,396,3,-343.28
cilovy,396,4,-519.66
cilovy,396,5,-329.42
cilovy,396,6,75.78
cilovy,396,7,-284.91
cilovy,396,8,-121.89
cilovy,396,9,293.27
cilovy,396,10,-230.15
cilovy,396,11,-142.8
cilovy,396,12,377.92
cilovy,397,1,-549.6
cilovy,397,2,-528.43
cilovy,397,3,-661.33
cilovy,397,4,-490.18
cilovy,397,5,113.1
cilovy,397,6,258.88
cilovy,397,7,-638.75
cilovy,397,8,-26.87
cilovy,397,9,348.53
cilovy,397,10,-107.42
cilovy,397,11,-259.33
cilovy,397,12,804.51
cilovy,398,1,-557.26
cilovy,398,2,-330.91
cilovy,398,3,-605.81
cilovy,398,4,-178.06
cilovy,398,5,-164.3
cilovy,398,6,-323.01
cilovy,398,7,-222.27
cilovy,398,8,196.64
cilovy,398,9,44.75
cilovy,398,10,738.1
cilovy,398,11,-406.7
cilovy,398,12,126.61
cilovy,399,1,-621.89
cilovy,399,2,-463.79
cilovy,399,3,-153.15
cilovy,399,4,-619.94
cilovy,399,5,-397.39
cilovy,399,6,-129.56
cilovy,399,7,-280.28
cilovy,399,8,-498.1
cilovy,399,9,68.84
cilovy,399,10,-16.25
cilovy,399,11,-46.24
cilovy,399,12,-51.65
cilovy,400,1,-699.2
cilovy,400,2,-322.26
cilovy,400,3,-368.31
cilovy,400,4,-279.02
cilovy,400,5,-64.17
cilovy,400,6,33.18
cilovy,400,7,-180.05
cilovy,400,8,8.28
cilovy,400,9,360.03
cilovy,400,10,15.06
cilovy,400,11,1009.99
cilovy,400,12,435.87
cilovy,401,1,-800.0
cilovy,401,2,-210.17
cilovy,401,3,-141.65
cilovy,401,4,-76.86
cilovy,401,5,-145.96
cilovy,401,6,190.11
cilovy,401,7,-35.58
cilovy,401,8,439.33
cilovy,401,9,-9.3
cilovy,401,10,162.6
cilovy,401,11,-318.11
cilovy,401,12,846.06
cilovy,402,1,-800.0
cilovy,402,2,-644.76
cilovy,402,3,-222.06
cilovy,402,4,-437.54
cilovy,402,5,-375.96
cilovy,402,6,190.75
cilovy,402,7,92.18
cilovy,402,8,-273.76
cilovy,402,9,-69.04
cilovy,402,10,325.74
cilovy,402,11,278.57
cilovy,402,12,245.98
cilovy,403,1,-617.07
cilovy,403,2,-383.98
cilovy,403,3,-267.99
cilovy,403,4,-20.45
cilovy,403,5,-454.41
cilovy,403,6,-283.63
cilovy,403,7,308.82
cilovy,403,8,159.11
cilovy,403,9,163.48
cilovy,403,10,86.47
cilovy,403,11,-148.61
cilovy,403,12,230.99
cilovy,404,1,-498.72
cilovy,404,2,-544.05
cilovy,404,3,36.91
cilovy,404,4,360.24
cilovy,404,5,74.46
cilovy,404,6,144.76
cilovy,404,7,-44.25
cilovy,404,8,-96.54
cilovy,404,9,-225.03
cilovy,404,10,169.98
cilovy,404,11,-18.11
cilovy,404,12,-117.13
cilovy,405,1,-503.87
cilovy,405,2,-651.04
cilovy,405,3,-644.05
cilovy,405,4,-437.11
cilovy,405,5,-577.2
cilovy,405,6,532.64
cilovy,405,7,130.84
cilovy,405,8,-53.13
cilovy,405,9,595.77
cilovy,405,10,210.66
cilovy,405,11,-190.13
cilovy,405,12,634.83
cilovy,406,1,-420.68
cilovy,406,2,9.48
cilovy,406,3,-335.1
cilovy,406,4,-480.13
cilovy,406,5,-268.62
cilovy,406,6,390.34
cilovy,406,7,-233.64
cilovy,406,8,-172.46
cilovy,406,9,464.76
cilovy,406,10,-26.49
cilovy,406,11,-100.35
cilovy,406,12,128.5
cilovy,407,1,-800.0
cilovy,407,2,-429.62
cilovy,407,3,200.54
cilovy,407,4,-534.31
cilovy,407,5,-483.88
cilovy,407,6,-468.85
cilovy,407,7,243.08
cilovy,407,8,-336.1
cilovy,407,9,70.03
cilovy,407,10,217.43
cilovy,407,11,-199.73
cilovy,407,12,135.95
cilovy,408,1,-686.86
cilovy,408,2,-776.88
cilovy,408,3,12.38
cilovy,408,4,-103.99
cilovy,408,5,-269.2
cilovy,408,6,78.41
cilovy,408,7,100.75
cilovy,408,8,-256.02
cilovy,408,9,32.41
cilovy,408,10,313.63
cilovy,408,11,-164.11
cilovy,408,12,101.44
cilovy,409,1,-599.06
cilovy,409,2,-350.66
cilovy,409,3,-168.54
cilovy,409,4,-348.29
cilovy,409,5,363.47
cilovy,409,6,-464.23
cilovy,409,7,10.72
cilovy,409,8,2.96
cilovy,409,9,590.61
cilovy,409,10,-399.92
cilovy,409,11,424.12
cilovy,409,12,640.03
cilovy,410,1,-612.8
cilovy,410,2,-571.36
cilovy,410,3,-492.72
cilovy,410,4,-526.31
cilovy,410,5,120.33
cilovy,410,6,152.67
cilovy,410,7,539.78
cilovy,410,8,151.19
cilovy,410,9,-78.18
cilovy,410,10,106.86
cilovy,410,11,-306.46
cilovy,410,12,516.14
cilovy,411,1,-634.05
cilovy,411,2,-489.46
cilovy,411,3,-88.04
cilovy,411,4,306.86
cilovy,411,5,-212.65
cilovy,411,6,-42.19
cilovy,411,7,22.92
cilovy,411,8,283.32
cilovy,411,9,613.37
cilovy,411,10,-365.6
cilovy,411,11,-144.23
cilovy,411,12,125.31
cilovy,412,1,-443.21
cilovy,412,2,-576.59
cilovy,412,3,262.81
cilovy,412,4,-62.96
cilovy,412,5,-236.97
cilovy,412,6,-525.81
cilovy,412,7,-188.24
cilovy,412,8,-509.87
cilovy,412,9,364.38
cilovy,412,10,189.85
cilovy,412,11,27.02
cilovy,412,12,-182.28
cilovy,413,1,-779.95
cilovy,413,2,-376.0
cilovy,413,3,-218.29
cilovy,413,4,-651.52
cilovy,413,5,-37.18
